VIN,YEAR,MAKE,MODEL,SOURCE,SOURCE_CITY,SOURCE_STATE,RESIDUAL,STATUS,WEEK,ASSIGNED_DEALER,NOTES
VIN_XXXXXXXXXX352,2023,HYUNDAI,IONIQ 5 Limited,D031,Salt Lake City,UT,21100,Grounded,2025-12-08,,Grounded at Dealer_EE
VIN_XXXXXXXXXX353,2024,HYUNDAI,IONIQ 5 SEL,D025,Indianapolis,IN,24400,Grounded,2025-12-15,,Grounded at Dealer_Y
VIN_XXXXXXXXXX354,2024,HYUNDAI,IONIQ 5 SEL,D014,Las Vegas,NV,22100,Grounded,2025-11-10,,Grounded at Dealer_N
VIN_XXXXXXXXXX355,2023,HYUNDAI,IONIQ 5 Limited,D007,Phoenix,AZ,24300,Grounded,2025-11-10,,Grounded at Dealer_G
VIN_XXXXXXXXXX356,2022,HYUNDAI,IONIQ 5 SE,D040,Little Rock,AR,16100,Grounded,2025-12-22,,Grounded at Dealer_NN
VIN_XXXXXXXXXX357,2023,HYUNDAI,IONIQ 5 Limited,D034,Houston,TX,22850,Grounded,2025-10-20,,Grounded at Dealer_HH
VIN_XXXXXXXXXX358,2024,HYUNDAI,IONIQ 5 SEL,D008,Topeka,KS,22250,Grounded,2025-11-10,,Grounded at Dealer_H
VIN_XXXXXXXXXX359,2023,HYUNDAI,IONIQ 5 Limited,D043,Bismarck,ND,18250,Grounded,2026-01-26,,Grounded at Dealer_QQ
VIN_XXXXXXXXXX360,2023,HYUNDAI,IONIQ 5 Limited,D029,Jackson,MS,20900,Grounded,2026-01-12,,Grounded at Dealer_CC
VIN_XXXXXXXXXX361,2024,HYUNDAI,IONIQ 5 SEL,D049,Carson City,NV,22100,Grounded,2025-11-03,,Grounded at Dealer_WW
VIN_XXXXXXXXXX362,2022,HYUNDAI,IONIQ 5 SE,D031,Salt Lake City,UT,14350,Grounded,2026-02-02,,Grounded at Dealer_EE
VIN_XXXXXXXXXX363,2024,HYUNDAI,IONIQ 5 SEL,D027,Nashville,TN,23750,Grounded,2025-11-10,,Grounded at Dealer_AA
VIN_XXXXXXXXXX364,2024,HYUNDAI,IONIQ 5 SEL,D018,Wilmington,DE,21450,Grounded,2025-12-22,,Grounded at Dealer_R
VIN_XXXXXXXXXX365,2023,HYUNDAI,IONIQ 5 Limited,D044,Hartford,CT,19400,Grounded,2025-12-15,,Grounded at Dealer_RR
VIN_XXXXXXXXXX366,2022,HYUNDAI,IONIQ 5 SE,D037,Boise,ID,15050,Grounded,2025-12-22,,Grounded at Dealer_KK
VIN_XXXXXXXXXX367,2022,HYUNDAI,IONIQ 5 SE,D031,Salt Lake City,UT,16150,Grounded,2025-12-29,,Grounded at Dealer_EE
VIN_XXXXXXXXXX368,2023,HYUNDAI,IONIQ 5 Limited,D048,Lincoln,NE,24150,Grounded,2025-12-08,,Grounded at Dealer_VV
VIN_XXXXXXXXXX369,2023,HYUNDAI,IONIQ 5 Limited,D045,Tampa,FL,21850,Grounded,2026-02-02,,Grounded at Dealer_SS
VIN_XXXXXXXXXX370,2022,HYUNDAI,IONIQ 5 SE,D016,Richmond,VA,14750,Grounded,2025-11-17,,Grounded at Dealer_P
VIN_XXXXXXXXXX371,2024,HYUNDAI,IONIQ 5 SEL,D001,Portland,OR,26100,Grounded,2025-12-22,,Grounded at Dealer_A
VIN_XXXXXXXXXX372,2023,HYUNDAI,IONIQ 5 Limited,D022,Minneapolis,MN,19600,Grounded,2025-12-08,,Grounded at Dealer_V
VIN_XXXXXXXXXX373,2024,HYUNDAI,IONIQ 5 SEL,D005,Seattle,WA,21000,Grounded,2025-11-24,,Grounded at Dealer_E
VIN_XXXXXXXXXX374,2022,HYUNDAI,IONIQ 5 SE,D009,Charleston,SC,14650,Grounded,2025-12-15,,Grounded at Dealer_I
VIN_XXXXXXXXXX375,2024,HYUNDAI,IONIQ 5 SEL,D003,Albuquerque,NM,27450,Grounded,2026-02-02,,Grounded at Dealer_C
VIN_XXXXXXXXXX376,2024,HYUNDAI,IONIQ 5 SEL,D015,Boston,MA,28250,Grounded,2025-10-06,,Grounded at Dealer_O
VIN_XXXXXXXXXX377,2022,HYUNDAI,IONIQ 5 SE,D045,Tampa,FL,16700,Grounded,2025-10-27,,Grounded at Dealer_SS
VIN_XXXXXXXXXX378,2023,HYUNDAI,IONIQ 5 Limited,D050,Salem,OR,21750,Grounded,2026-01-12,,Grounded at Dealer_XX
VIN_XXXXXXXXXX379,2024,HYUNDAI,IONIQ 5 SEL,D023,Atlanta,GA,26950,Grounded,2025-11-24,,Grounded at Dealer_W
VIN_XXXXXXXXXX380,2023,HYUNDAI,IONIQ 5 Limited,D016,Richmond,VA,23250,Grounded,2025-12-29,,Grounded at Dealer_P
VIN_XXXXXXXXXX381,2023,HYUNDAI,IONIQ 5 Limited,D021,Pierre,SD,23800,Grounded,2025-11-17,,Grounded at Dealer_U
VIN_XXXXXXXXXX382,2023,HYUNDAI,IONIQ 5 Limited,D024,Helena,MT,22050,Grounded,2026-01-26,,Grounded at Dealer_X
VIN_XXXXXXXXXX383,2022,HYUNDAI,IONIQ 5 SE,D048,Lincoln,NE,15900,Grounded,2025-12-15,,Grounded at Dealer_VV
VIN_XXXXXXXXXX384,2024,HYUNDAI,IONIQ 5 SEL,D043,Bismarck,ND,21850,Grounded,2025-10-13,,Grounded at Dealer_QQ
VIN_XXXXXXXXXX385,2023,HYUNDAI,IONIQ 5 Limited,D050,Salem,OR,19250,Grounded,2025-12-22,,Grounded at Dealer_XX
VIN_XXXXXXXXXX386,2024,HYUNDAI,IONIQ 5 SEL,D022,Minneapolis,MN,21200,Grounded,2025-11-24,,Grounded at Dealer_V
VIN_XXXXXXXXXX387,2023,HYUNDAI,IONIQ 5 Limited,D041,Oklahoma City,OK,17500,Grounded,2025-11-03,,Grounded at Dealer_OO
VIN_XXXXXXXXXX388,2024,HYUNDAI,IONIQ 5 SEL,D006,Olympia,WA,27450,Grounded,2025-12-15,,Grounded at Dealer_F
VIN_XXXXXXXXXX389,2024,HYUNDAI,IONIQ 5 SEL,D009,Charleston,SC,21600,Grounded,2025-11-24,,Grounded at Dealer_I
VIN_XXXXXXXXXX390,2023,HYUNDAI,IONIQ 5 Limited,D037,Boise,ID,20250,Grounded,2025-11-03,,Grounded at Dealer_KK
VIN_XXXXXXXXXX391,2023,HYUNDAI,IONIQ 5 Limited,D048,Lincoln,NE,21750,Grounded,2025-10-13,,Grounded at Dealer_VV
VIN_XXXXXXXXXX392,2023,HYUNDAI,IONIQ 5 Limited,D024,Helena,MT,24100,Grounded,2025-11-10,,Grounded at Dealer_X
VIN_XXXXXXXXXX393,2023,HYUNDAI,IONIQ 5 Limited,D023,Atlanta,GA,19750,Grounded,2025-12-08,,Grounded at Dealer_W
VIN_XXXXXXXXXX394,2024,HYUNDAI,IONIQ 5 SEL,D005,Seattle,WA,22000,Grounded,2025-10-13,,Grounded at Dealer_E
VIN_XXXXXXXXXX395,2024,HYUNDAI,IONIQ 5 SEL,D021,Pierre,SD,21050,Grounded,2025-11-24,,Grounded at Dealer_U
VIN_XXXXXXXXXX396,2022,HYUNDAI,IONIQ 5 SE,D008,Topeka,KS,16950,Grounded,2026-02-02,,Grounded at Dealer_H
VIN_XXXXXXXXXX397,2024,HYUNDAI,IONIQ 5 SEL,D019,Detroit,MI,26600,Grounded,2025-12-15,,Grounded at Dealer_S
VIN_XXXXXXXXXX398,2023,HYUNDAI,IONIQ 5 Limited,D009,Charleston,SC,20600,Grounded,2025-12-01,,Grounded at Dealer_I
VIN_XXXXXXXXXX399,2023,HYUNDAI,IONIQ 5 Limited,D001,Portland,OR,23450,Grounded,2025-12-15,,Grounded at Dealer_A
VIN_XXXXXXXXXX400,2023,HYUNDAI,IONIQ 5 Limited,D018,Wilmington,DE,17150,Grounded,2025-11-03,,Grounded at Dealer_R
VIN_XXXXXXXXXX401,2024,HYUNDAI,IONIQ 5 SEL,D030,San Antonio,TX,25250,Grounded,2025-12-15,,Grounded at Dealer_DD
VIN_XXXXXXXXXX402,2024,HYUNDAI,IONIQ 5 SEL,D035,Denver,CO,25550,Grounded,2025-12-08,,Grounded at Dealer_II
VIN_XXXXXXXXXX403,2022,HYUNDAI,IONIQ 5 SE,D042,Milwaukee,WI,17550,Grounded,2025-11-10,,Grounded at Dealer_PP
VIN_XXXXXXXXXX404,2024,HYUNDAI,IONIQ 5 SEL,D038,Miami,FL,27750,Grounded,2025-11-03,,Grounded at Dealer_LL
VIN_XXXXXXXXXX405,2022,HYUNDAI,IONIQ 5 SE,D007,Phoenix,AZ,13700,Grounded,2025-10-13,,Grounded at Dealer_G
VIN_XXXXXXXXXX406,2022,HYUNDAI,IONIQ 5 SE,D018,Wilmington,DE,17800,Grounded,2025-11-17,,Grounded at Dealer_R
VIN_XXXXXXXXXX407,2022,HYUNDAI,IONIQ 5 SE,D034,Houston,TX,17500,Grounded,2025-12-08,,Grounded at Dealer_HH
VIN_XXXXXXXXXX408,2024,HYUNDAI,IONIQ 5 SEL,D032,Birmingham,AL,28150,Grounded,2025-10-20,,Grounded at Dealer_FF
VIN_XXXXXXXXXX409,2022,HYUNDAI,IONIQ 5 SE,D034,Houston,TX,17700,Grounded,2025-10-27,,Grounded at Dealer_HH
VIN_XXXXXXXXXX410,2024,HYUNDAI,IONIQ 5 SEL,D029,Jackson,MS,24900,Grounded,2025-12-22,,Grounded at Dealer_CC
VIN_XXXXXXXXXX411,2023,HYUNDAI,IONIQ 5 Limited,D030,San Antonio,TX,20700,Grounded,2025-12-15,,Grounded at Dealer_DD
VIN_XXXXXXXXXX412,2022,HYUNDAI,IONIQ 5 SE,D046,Providence,RI,18500,Grounded,2025-10-27,,Grounded at Dealer_TT
VIN_XXXXXXXXXX413,2024,HYUNDAI,IONIQ 5 SEL,D046,Providence,RI,25300,Grounded,2025-10-13,,Grounded at Dealer_TT
VIN_XXXXXXXXXX414,2024,HYUNDAI,IONIQ 5 SEL,D038,Miami,FL,27100,Grounded,2025-10-13,,Grounded at Dealer_LL
VIN_XXXXXXXXXX415,2022,HYUNDAI,IONIQ 5 SE,D025,Indianapolis,IN,13600,Grounded,2025-10-27,,Grounded at Dealer_Y
VIN_XXXXXXXXXX416,2023,HYUNDAI,IONIQ 5 Limited,D039,Buffalo,NY,20250,Grounded,2025-11-17,,Grounded at Dealer_MM
VIN_XXXXXXXXXX417,2024,HYUNDAI,IONIQ 5 SEL,D022,Minneapolis,MN,26200,Grounded,2026-02-02,,Grounded at Dealer_V
VIN_XXXXXXXXXX418,2023,HYUNDAI,IONIQ 5 Limited,D038,Miami,FL,20300,Grounded,2026-01-26,,Grounded at Dealer_LL
VIN_XXXXXXXXXX419,2022,HYUNDAI,IONIQ 5 SE,D047,Columbus,OH,19550,Grounded,2025-12-22,,Grounded at Dealer_UU
VIN_XXXXXXXXXX420,2023,HYUNDAI,IONIQ 5 Limited,D010,Philadelphia,PA,23750,Grounded,2026-01-26,,Grounded at Dealer_J
VIN_XXXXXXXXXX421,2022,HYUNDAI,IONIQ 5 SE,D011,Des Moines,IA,14100,Grounded,2025-12-01,,Grounded at Dealer_K
VIN_XXXXXXXXXX422,2022,HYUNDAI,IONIQ 5 SE,D009,Charleston,SC,19300,Grounded,2025-10-27,,Grounded at Dealer_I
VIN_XXXXXXXXXX423,2022,HYUNDAI,IONIQ 5 SE,D043,Bismarck,ND,18750,Grounded,2026-01-26,,Grounded at Dealer_QQ
VIN_XXXXXXXXXX424,2024,HYUNDAI,IONIQ 5 SEL,D040,Little Rock,AR,27950,Grounded,2026-02-02,,Grounded at Dealer_NN
VIN_XXXXXXXXXX425,2022,HYUNDAI,IONIQ 5 SE,D042,Milwaukee,WI,16300,Grounded,2025-10-20,,Grounded at Dealer_PP
VIN_XXXXXXXXXX426,2022,HYUNDAI,IONIQ 5 SE,D027,Nashville,TN,16650,Grounded,2025-11-10,,Grounded at Dealer_AA
VIN_XXXXXXXXXX427,2022,HYUNDAI,IONIQ 5 SE,D029,Jackson,MS,16700,Grounded,2025-10-20,,Grounded at Dealer_CC
VIN_XXXXXXXXXX428,2023,HYUNDAI,IONIQ 5 Limited,D037,Boise,ID,24800,Grounded,2025-12-01,,Grounded at Dealer_KK
VIN_XXXXXXXXXX429,2024,HYUNDAI,IONIQ 5 SEL,D044,Hartford,CT,28350,Grounded,2025-12-29,,Grounded at Dealer_RR
VIN_XXXXXXXXXX430,2023,HYUNDAI,IONIQ 5 Limited,D021,Pierre,SD,19800,Grounded,2025-12-01,,Grounded at Dealer_U
VIN_XXXXXXXXXX431,2024,HYUNDAI,IONIQ 5 SEL,D002,Sacramento,CA,21500,Grounded,2025-11-17,,Grounded at Dealer_B
VIN_XXXXXXXXXX432,2023,HYUNDAI,IONIQ 5 Limited,D018,Wilmington,DE,22450,Grounded,2025-11-24,,Grounded at Dealer_R
VIN_XXXXXXXXXX433,2024,HYUNDAI,IONIQ 5 SEL,D024,Helena,MT,22100,Grounded,2025-11-17,,Grounded at Dealer_X
VIN_XXXXXXXXXX434,2022,HYUNDAI,IONIQ 5 SE,D049,Carson City,NV,19750,Grounded,2025-10-27,,Grounded at Dealer_WW
VIN_XXXXXXXXXX435,2024,HYUNDAI,IONIQ 5 SEL,D043,Bismarck,ND,27350,Grounded,2026-01-26,,Grounded at Dealer_QQ
VIN_XXXXXXXXXX436,2022,HYUNDAI,IONIQ 5 SE,D011,Des Moines,IA,14150,Grounded,2026-01-26,,Grounded at Dealer_K
VIN_XXXXXXXXXX437,2023,HYUNDAI,IONIQ 5 Limited,D006,Olympia,WA,20150,Grounded,2026-01-19,,Grounded at Dealer_F
VIN_XXXXXXXXXX438,2022,HYUNDAI,IONIQ 5 SE,D041,Oklahoma City,OK,14300,Grounded,2025-11-10,,Grounded at Dealer_OO
VIN_XXXXXXXXXX439,2024,HYUNDAI,IONIQ 5 SEL,D038,Miami,FL,23500,Grounded,2026-01-12,,Grounded at Dealer_LL
VIN_XXXXXXXXXX440,2024,HYUNDAI,IONIQ 5 SEL,D006,Olympia,WA,21700,Grounded,2026-01-12,,Grounded at Dealer_F
VIN_XXXXXXXXXX441,2024,HYUNDAI,IONIQ 5 SEL,D038,Miami,FL,25300,Grounded,2025-12-22,,Grounded at Dealer_LL
VIN_XXXXXXXXXX442,2023,HYUNDAI,IONIQ 5 Limited,D020,Louisville,KY,18500,Grounded,2025-12-22,,Grounded at Dealer_T
VIN_XXXXXXXXXX443,2023,HYUNDAI,IONIQ 5 Limited,D022,Minneapolis,MN,18750,Grounded,2025-12-08,,Grounded at Dealer_V
VIN_XXXXXXXXXX444,2024,HYUNDAI,IONIQ 5 SEL,D023,Atlanta,GA,21700,Grounded,2025-11-03,,Grounded at Dealer_W
VIN_XXXXXXXXXX445,2022,HYUNDAI,IONIQ 5 SE,D032,Birmingham,AL,16950,Grounded,2025-12-22,,Grounded at Dealer_FF
VIN_XXXXXXXXXX446,2024,HYUNDAI,IONIQ 5 SEL,D034,Houston,TX,26250,Grounded,2025-10-06,,Grounded at Dealer_HH
VIN_XXXXXXXXXX447,2023,HYUNDAI,IONIQ 5 Limited,D046,Providence,RI,23700,Grounded,2025-11-24,,Grounded at Dealer_TT
VIN_XXXXXXXXXX448,2023,HYUNDAI,IONIQ 5 Limited,D019,Detroit,MI,17400,Grounded,2025-12-15,,Grounded at Dealer_S
VIN_XXXXXXXXXX449,2022,HYUNDAI,IONIQ 5 SE,D004,Charlotte,NC,16350,Grounded,2025-11-24,,Grounded at Dealer_D
VIN_XXXXXXXXXX450,2022,HYUNDAI,IONIQ 5 SE,D004,Charlotte,NC,16150,Grounded,2025-10-27,,Grounded at Dealer_D
VIN_XXXXXXXXXX451,2023,HYUNDAI,IONIQ 5 Limited,D009,Charleston,SC,24250,Grounded,2026-01-26,,Grounded at Dealer_I
VIN_XXXXXXXXXX452,2024,HYUNDAI,IONIQ 5 SEL,D042,Milwaukee,WI,25600,Grounded,2025-10-13,,Grounded at Dealer_PP
VIN_XXXXXXXXXX453,2024,HYUNDAI,IONIQ 5 SEL,D027,Nashville,TN,28050,Grounded,2026-02-02,,Grounded at Dealer_AA
VIN_XXXXXXXXXX454,2024,HYUNDAI,IONIQ 5 SEL,D004,Charlotte,NC,22600,Grounded,2025-11-03,,Grounded at Dealer_D
VIN_XXXXXXXXXX455,2022,HYUNDAI,IONIQ 5 SE,D038,Miami,FL,19550,Grounded,2025-10-20,,Grounded at Dealer_LL
VIN_XXXXXXXXXX456,2023,HYUNDAI,IONIQ 5 Limited,D044,Hartford,CT,22350,Grounded,2025-12-15,,Grounded at Dealer_RR
VIN_XXXXXXXXXX457,2022,HYUNDAI,IONIQ 5 SE,D032,Birmingham,AL,15850,Grounded,2026-02-02,,Grounded at Dealer_FF
VIN_XXXXXXXXXX458,2022,HYUNDAI,IONIQ 5 SE,D020,Louisville,KY,16700,Grounded,2025-12-22,,Grounded at Dealer_T
VIN_XXXXXXXXXX459,2024,HYUNDAI,IONIQ 5 SEL,D004,Charlotte,NC,24750,Grounded,2026-01-12,,Grounded at Dealer_D
VIN_XXXXXXXXXX460,2023,HYUNDAI,IONIQ 5 Limited,D025,Indianapolis,IN,20750,Grounded,2025-12-22,,Grounded at Dealer_Y
VIN_XXXXXXXXXX461,2024,HYUNDAI,IONIQ 5 SEL,D007,Phoenix,AZ,24250,Grounded,2025-11-10,,Grounded at Dealer_G
VIN_XXXXXXXXXX462,2022,HYUNDAI,IONIQ 5 SE,D003,Albuquerque,NM,18350,Grounded,2025-10-20,,Grounded at Dealer_C
VIN_XXXXXXXXXX463,2023,HYUNDAI,IONIQ 5 Limited,D040,Little Rock,AR,23500,Grounded,2025-11-03,,Grounded at Dealer_NN
VIN_XXXXXXXXXX464,2024,HYUNDAI,IONIQ 5 SEL,D029,Jackson,MS,27600,Grounded,2025-11-10,,Grounded at Dealer_CC
VIN_XXXXXXXXXX465,2024,HYUNDAI,IONIQ 5 SEL,D023,Atlanta,GA,26550,Grounded,2026-02-02,,Grounded at Dealer_W
VIN_XXXXXXXXXX466,2023,HYUNDAI,IONIQ 5 Limited,D014,Las Vegas,NV,25200,Grounded,2025-12-29,,Grounded at Dealer_N
VIN_XXXXXXXXXX467,2024,HYUNDAI,IONIQ 5 SEL,D040,Little Rock,AR,23450,Grounded,2025-10-20,,Grounded at Dealer_NN
VIN_XXXXXXXXXX468,2022,HYUNDAI,IONIQ 5 SE,D002,Sacramento,CA,18650,Grounded,2025-11-17,,Grounded at Dealer_B
VIN_XXXXXXXXXX469,2022,HYUNDAI,IONIQ 5 SE,D009,Charleston,SC,19000,Grounded,2026-01-26,,Grounded at Dealer_I
VIN_XXXXXXXXXX470,2023,HYUNDAI,IONIQ 5 Limited,D031,Salt Lake City,UT,22100,Grounded,2025-10-13,,Grounded at Dealer_EE
VIN_XXXXXXXXXX471,2023,HYUNDAI,IONIQ 5 Limited,D025,Indianapolis,IN,19300,Grounded,2026-01-26,,Grounded at Dealer_Y
VIN_XXXXXXXXXX472,2022,HYUNDAI,IONIQ 5 SE,D028,Kansas City,MO,17400,Grounded,2026-01-19,,Grounded at Dealer_BB
VIN_XXXXXXXXXX473,2022,HYUNDAI,IONIQ 5 SE,D014,Las Vegas,NV,17600,Grounded,2025-12-22,,Grounded at Dealer_N
VIN_XXXXXXXXXX474,2024,HYUNDAI,IONIQ 5 SEL,D020,Louisville,KY,25650,Grounded,2025-11-24,,Grounded at Dealer_T
VIN_XXXXXXXXXX475,2024,HYUNDAI,IONIQ 5 SEL,D021,Pierre,SD,26800,Grounded,2025-10-20,,Grounded at Dealer_U
VIN_XXXXXXXXXX476,2024,HYUNDAI,IONIQ 5 SEL,D026,Cheyenne,WY,21400,Grounded,2025-11-10,,Grounded at Dealer_Z
VIN_XXXXXXXXXX477,2023,HYUNDAI,IONIQ 5 Limited,D022,Minneapolis,MN,22200,Grounded,2025-10-20,,Grounded at Dealer_V
VIN_XXXXXXXXXX478,2024,HYUNDAI,IONIQ 5 SEL,D018,Wilmington,DE,23200,Grounded,2025-10-20,,Grounded at Dealer_R
VIN_XXXXXXXXXX479,2024,HYUNDAI,IONIQ 5 SEL,D044,Hartford,CT,26000,Grounded,2025-10-20,,Grounded at Dealer_RR
VIN_XXXXXXXXXX480,2022,HYUNDAI,IONIQ 5 SE,D008,Topeka,KS,18200,Grounded,2025-10-27,,Grounded at Dealer_H
VIN_XXXXXXXXXX481,2024,HYUNDAI,IONIQ 5 SEL,D033,Los Angeles,CA,24050,Grounded,2025-12-22,,Grounded at Dealer_GG
VIN_XXXXXXXXXX482,2023,HYUNDAI,IONIQ 5 Limited,D012,Baton Rouge,LA,19300,Grounded,2025-12-29,,Grounded at Dealer_L
VIN_XXXXXXXXXX483,2023,HYUNDAI,IONIQ 5 Limited,D040,Little Rock,AR,21800,Grounded,2025-12-22,,Grounded at Dealer_NN
VIN_XXXXXXXXXX484,2022,HYUNDAI,IONIQ 5 SE,D043,Bismarck,ND,17200,Grounded,2025-10-27,,Grounded at Dealer_QQ
VIN_XXXXXXXXXX485,2024,HYUNDAI,IONIQ 5 SEL,D047,Columbus,OH,22100,Grounded,2025-12-15,,Grounded at Dealer_UU
VIN_XXXXXXXXXX486,2024,HYUNDAI,IONIQ 5 SEL,D002,Sacramento,CA,24350,Grounded,2025-11-17,,Grounded at Dealer_B
VIN_XXXXXXXXXX487,2023,HYUNDAI,IONIQ 5 Limited,D040,Little Rock,AR,24500,Grounded,2026-01-19,,Grounded at Dealer_NN
VIN_XXXXXXXXXX488,2024,HYUNDAI,IONIQ 5 SEL,D013,Dallas,TX,28150,Grounded,2025-10-13,,Grounded at Dealer_M
VIN_XXXXXXXXXX489,2023,HYUNDAI,IONIQ 5 Limited,D035,Denver,CO,24000,Grounded,2025-11-17,,Grounded at Dealer_II
VIN_XXXXXXXXXX490,2022,HYUNDAI,IONIQ 5 SE,D016,Richmond,VA,17250,Grounded,2025-10-20,,Grounded at Dealer_P
VIN_XXXXXXXXXX491,2023,HYUNDAI,IONIQ 5 Limited,D037,Boise,ID,23400,Grounded,2026-01-19,,Grounded at Dealer_KK
VIN_XXXXXXXXXX492,2022,HYUNDAI,IONIQ 5 SE,D001,Portland,OR,16550,Grounded,2025-12-29,,Grounded at Dealer_A
VIN_XXXXXXXXXX493,2024,HYUNDAI,IONIQ 5 SEL,D002,Sacramento,CA,22650,Grounded,2025-10-13,,Grounded at Dealer_B
VIN_XXXXXXXXXX494,2023,HYUNDAI,IONIQ 5 Limited,D039,Buffalo,NY,19150,Grounded,2025-12-29,,Grounded at Dealer_MM
VIN_XXXXXXXXXX495,2022,HYUNDAI,IONIQ 5 SE,D020,Louisville,KY,17100,Grounded,2025-10-27,,Grounded at Dealer_T
VIN_XXXXXXXXXX496,2023,HYUNDAI,IONIQ 5 Limited,D012,Baton Rouge,LA,23600,Grounded,2026-01-12,,Grounded at Dealer_L
VIN_XXXXXXXXXX497,2023,HYUNDAI,IONIQ 5 Limited,D021,Pierre,SD,20650,Grounded,2025-11-10,,Grounded at Dealer_U
VIN_XXXXXXXXXX498,2024,HYUNDAI,IONIQ 5 SEL,D045,Tampa,FL,21700,Grounded,2025-10-20,,Grounded at Dealer_SS
VIN_XXXXXXXXXX499,2023,HYUNDAI,IONIQ 5 Limited,D012,Baton Rouge,LA,17300,Grounded,2025-11-03,,Grounded at Dealer_L
VIN_XXXXXXXXXX500,2023,HYUNDAI,IONIQ 5 Limited,D011,Des Moines,IA,23550,Grounded,2025-12-01,,Grounded at Dealer_K
VIN_XXXXXXXXXX501,2023,HYUNDAI,IONIQ 5 Limited,D020,Louisville,KY,22700,Grounded,2025-10-13,,Grounded at Dealer_T
VIN_XXXXXXXXXX502,2022,HYUNDAI,IONIQ 5 SE,D003,Albuquerque,NM,17550,Grounded,2025-10-13,,Grounded at Dealer_C
VIN_XXXXXXXXXX503,2023,HYUNDAI,IONIQ 5 Limited,D032,Birmingham,AL,20300,Grounded,2025-12-22,,Grounded at Dealer_FF
VIN_XXXXXXXXXX504,2024,HYUNDAI,IONIQ 5 SEL,D041,Oklahoma City,OK,26600,Grounded,2025-11-03,,Grounded at Dealer_OO
VIN_XXXXXXXXXX505,2023,HYUNDAI,IONIQ 5 Limited,D016,Richmond,VA,26000,Grounded,2025-11-10,,Grounded at Dealer_P
VIN_XXXXXXXXXX506,2022,HYUNDAI,IONIQ 5 SE,D023,Atlanta,GA,13700,Grounded,2025-10-27,,Grounded at Dealer_W
VIN_XXXXXXXXXX507,2022,HYUNDAI,IONIQ 5 SE,D019,Detroit,MI,13200,Grounded,2026-02-02,,Grounded at Dealer_S
VIN_XXXXXXXXXX508,2022,HYUNDAI,IONIQ 5 SE,D045,Tampa,FL,16550,Grounded,2026-02-02,,Grounded at Dealer_SS
VIN_XXXXXXXXXX509,2022,HYUNDAI,IONIQ 5 SE,D003,Albuquerque,NM,13050,Grounded,2025-12-15,,Grounded at Dealer_C
VIN_XXXXXXXXXX510,2022,HYUNDAI,IONIQ 5 SE,D046,Providence,RI,19050,Grounded,2025-12-15,,Grounded at Dealer_TT
VIN_XXXXXXXXXX511,2022,HYUNDAI,IONIQ 5 SE,D016,Richmond,VA,16650,Grounded,2025-11-24,,Grounded at Dealer_P
VIN_XXXXXXXXXX512,2023,HYUNDAI,IONIQ 5 Limited,D011,Des Moines,IA,20800,Grounded,2026-01-26,,Grounded at Dealer_K
VIN_XXXXXXXXXX513,2023,HYUNDAI,IONIQ 5 Limited,D005,Seattle,WA,22150,Grounded,2025-11-24,,Grounded at Dealer_E
VIN_XXXXXXXXXX514,2022,HYUNDAI,IONIQ 5 SE,D028,Kansas City,MO,17500,Grounded,2025-12-15,,Grounded at Dealer_BB
VIN_XXXXXXXXXX515,2023,HYUNDAI,IONIQ 5 Limited,D003,Albuquerque,NM,22950,Grounded,2026-01-19,,Grounded at Dealer_C
VIN_XXXXXXXXXX516,2022,HYUNDAI,IONIQ 5 SE,D045,Tampa,FL,18150,Grounded,2025-10-27,,Grounded at Dealer_SS
VIN_XXXXXXXXXX517,2023,HYUNDAI,IONIQ 5 Limited,D017,Juneau,AK,21000,Grounded,2025-12-29,,Grounded at Dealer_Q
VIN_XXXXXXXXXX518,2022,HYUNDAI,IONIQ 5 SE,D050,Salem,OR,17950,Grounded,2025-12-15,,Grounded at Dealer_XX
VIN_XXXXXXXXXX519,2023,HYUNDAI,IONIQ 5 Limited,D015,Boston,MA,18050,Grounded,2026-01-12,,Grounded at Dealer_O
VIN_XXXXXXXXXX520,2024,HYUNDAI,IONIQ 5 SEL,D014,Las Vegas,NV,23950,Grounded,2025-10-20,,Grounded at Dealer_N
VIN_XXXXXXXXXX521,2022,HYUNDAI,IONIQ 5 SE,D018,Wilmington,DE,14700,Grounded,2025-10-20,,Grounded at Dealer_R
VIN_XXXXXXXXXX522,2024,HYUNDAI,IONIQ 5 SEL,D029,Jackson,MS,22950,Grounded,2025-10-27,,Grounded at Dealer_CC
VIN_XXXXXXXXXX523,2022,HYUNDAI,IONIQ 5 SE,D047,Columbus,OH,16250,Grounded,2026-01-26,,Grounded at Dealer_UU
VIN_XXXXXXXXXX524,2024,HYUNDAI,IONIQ 5 SEL,D050,Salem,OR,20300,Grounded,2025-12-29,,Grounded at Dealer_XX
VIN_XXXXXXXXXX525,2023,HYUNDAI,IONIQ 5 Limited,D038,Miami,FL,24100,Grounded,2025-11-10,,Grounded at Dealer_LL
VIN_XXXXXXXXXX526,2024,HYUNDAI,IONIQ 5 SEL,D009,Charleston,SC,25350,Grounded,2025-10-20,,Grounded at Dealer_I
VIN_XXXXXXXXXX527,2022,HYUNDAI,IONIQ 5 SE,D010,Philadelphia,PA,16400,Grounded,2025-10-27,,Grounded at Dealer_J
