VIN,YEAR,MAKE_NAME,MODEL_NAME,SERIES_NAME,ODOMETER,GRADE,MATURITY_DATE,RESIDUAL,GROUNDING_DATE,DEALER_NAME,DEALER_CODE,LOCATION,STATE,ZIPCODE,TERM_TYPE,TERM,CURRENT_ITERATION,BLACKBOOK_RETAIL_CLEAN_AMOUNT,BATCH_ID
VIN_XXXXXXXXXX265,2022,HYUNDAI,IONIQ 5,SE,37319,C,10/15/2025,14050,11/30/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,3,25100,BATCH_002
VIN_XXXXXXXXXX266,2023,HYUNDAI,IONIQ 5,Limited,20205,A,2/2/2026,25600,11/28/2025,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,2,39950,BATCH_001
VIN_XXXXXXXXXX267,2024,HYUNDAI,IONIQ 5,SEL,9980,A,10/8/2025,22550,12/10/2025,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,1,35800,BATCH_003
VIN_XXXXXXXXXX268,2023,HYUNDAI,IONIQ 5,Limited,27685,B,1/22/2026,20800,10/28/2025,Dealer_VV,D048,"Lincoln, NE",NE,68508,ET,13,2,33300,BATCH_001
VIN_XXXXXXXXXX269,2022,HYUNDAI,IONIQ 5,SE,35044,B,11/15/2025,16450,2/2/2026,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,4,27900,BATCH_002
VIN_XXXXXXXXXX270,2023,HYUNDAI,IONIQ 5,Limited,21144,A,1/20/2026,21550,11/30/2025,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,2,34100,BATCH_003
VIN_XXXXXXXXXX271,2023,HYUNDAI,IONIQ 5,Limited,25904,B,11/5/2025,23050,1/18/2026,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,2,36750,BATCH_001
VIN_XXXXXXXXXX272,2023,HYUNDAI,IONIQ 5,Limited,16420,A,1/30/2026,24400,12/20/2025,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,2,38250,BATCH_001
VIN_XXXXXXXXXX273,2024,HYUNDAI,IONIQ 5,SEL,8457,A,12/28/2025,24500,11/15/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,1,38750,BATCH_003
VIN_XXXXXXXXXX274,2024,HYUNDAI,IONIQ 5,SEL,10696,A,10/12/2025,24350,11/18/2025,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,1,38450,BATCH_003
VIN_XXXXXXXXXX275,2023,HYUNDAI,IONIQ 5,Limited,23639,B,1/8/2026,21300,11/12/2025,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,2,33900,BATCH_001
VIN_XXXXXXXXXX276,2024,HYUNDAI,IONIQ 5,SEL,8206,A,11/8/2025,23950,11/3/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,1,38100,BATCH_001
VIN_XXXXXXXXXX277,2024,HYUNDAI,IONIQ 5,SEL,13861,A,1/12/2026,23050,11/30/2025,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,1,36150,BATCH_003
VIN_XXXXXXXXXX278,2023,HYUNDAI,IONIQ 5,Limited,24187,B,11/8/2025,19400,1/18/2026,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,2,30900,BATCH_001
VIN_XXXXXXXXXX279,2023,HYUNDAI,IONIQ 5,Limited,20241,A,2/2/2026,18500,12/5/2025,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,2,29400,BATCH_001
VIN_XXXXXXXXXX280,2023,HYUNDAI,IONIQ 5,Limited,16510,A,1/20/2026,25550,11/28/2025,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,2,39900,BATCH_001
VIN_XXXXXXXXXX281,2023,HYUNDAI,IONIQ 5,Limited,19594,A,11/28/2025,23600,1/22/2026,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,2,37650,BATCH_001
VIN_XXXXXXXXXX282,2023,HYUNDAI,IONIQ 5,Limited,21540,B,10/15/2025,18650,2/2/2026,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,2,29600,BATCH_001
VIN_XXXXXXXXXX283,2024,HYUNDAI,IONIQ 5,SEL,13180,A,12/5/2025,20350,12/15/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,ET,13,1,32250,BATCH_003
VIN_XXXXXXXXXX284,2023,HYUNDAI,IONIQ 5,Limited,18115,A,2/1/2026,22800,11/20/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,2,35600,BATCH_001
VIN_XXXXXXXXXX285,2022,HYUNDAI,IONIQ 5,SE,42301,C,12/8/2025,14050,10/15/2025,Dealer_S,D019,"Detroit, MI",MI,48201,FT,13,4,25500,BATCH_002
VIN_XXXXXXXXXX286,2023,HYUNDAI,IONIQ 5,Limited,23286,A,11/20/2025,21100,1/12/2026,Dealer_M,D013,"Dallas, TX",TX,75201,FT,13,2,33450,BATCH_001
VIN_XXXXXXXXXX287,2024,HYUNDAI,IONIQ 5,SEL,11708,A,10/20/2025,26050,11/28/2025,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,1,41300,BATCH_003
VIN_XXXXXXXXXX288,2022,HYUNDAI,IONIQ 5,SE,41979,C,11/15/2025,12750,2/2/2026,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,4,23000,BATCH_002
VIN_XXXXXXXXXX289,2024,HYUNDAI,IONIQ 5,SEL,9607,A,1/25/2026,22200,11/18/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,1,35100,BATCH_003
VIN_XXXXXXXXXX290,2022,HYUNDAI,IONIQ 5,SE,28886,B,10/30/2025,19800,11/25/2025,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,4,33250,BATCH_002
VIN_XXXXXXXXXX291,2024,HYUNDAI,IONIQ 5,SEL,7751,A,10/20/2025,22300,12/18/2025,Dealer_S,D019,"Detroit, MI",MI,48201,ET,13,1,35100,BATCH_001
VIN_XXXXXXXXXX292,2023,HYUNDAI,IONIQ 5,Limited,26064,B,1/30/2026,18950,12/28/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,2,30150,BATCH_001
VIN_XXXXXXXXXX293,2024,HYUNDAI,IONIQ 5,SEL,7671,A,10/12/2025,25550,1/12/2026,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,1,40750,BATCH_003
VIN_XXXXXXXXXX294,2022,HYUNDAI,IONIQ 5,SE,42933,C,10/25/2025,14650,12/12/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,3,26400,BATCH_002
VIN_XXXXXXXXXX295,2023,HYUNDAI,IONIQ 5,Limited,23479,B,1/28/2026,22300,12/15/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,2,35650,BATCH_001
VIN_XXXXXXXXXX296,2024,HYUNDAI,IONIQ 5,SEL,8742,A,1/15/2026,21650,12/18/2025,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,FT,13,1,34250,BATCH_003
VIN_XXXXXXXXXX297,2023,HYUNDAI,IONIQ 5,Limited,28346,B,11/25/2025,20850,1/30/2026,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,2,33150,BATCH_001
VIN_XXXXXXXXXX298,2024,HYUNDAI,IONIQ 5,SEL,6455,A,11/22/2025,25950,12/18/2025,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,1,41450,BATCH_003
VIN_XXXXXXXXXX299,2023,HYUNDAI,IONIQ 5,Limited,23613,B,1/30/2026,22800,2/2/2026,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,2,36200,BATCH_003
VIN_XXXXXXXXXX300,2024,HYUNDAI,IONIQ 5,SEL,9781,A,10/18/2025,22900,12/25/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,1,36100,BATCH_003
VIN_XXXXXXXXXX301,2024,HYUNDAI,IONIQ 5,SEL,11509,A,1/18/2026,20900,12/20/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,1,32950,BATCH_003
VIN_XXXXXXXXXX302,2023,HYUNDAI,IONIQ 5,Limited,23329,B,2/1/2026,18550,11/10/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,2,29500,BATCH_001
VIN_XXXXXXXXXX303,2023,HYUNDAI,IONIQ 5,Limited,18735,A,2/2/2026,24900,12/5/2025,Dealer_S,D019,"Detroit, MI",MI,48201,FT,13,2,38950,BATCH_001
VIN_XXXXXXXXXX304,2022,HYUNDAI,IONIQ 5,SE,32214,B,12/20/2025,17650,12/28/2025,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,4,29750,BATCH_003
VIN_XXXXXXXXXX305,2022,HYUNDAI,IONIQ 5,SE,35066,C,11/30/2025,15850,1/8/2026,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,4,28450,BATCH_002
VIN_XXXXXXXXXX306,2022,HYUNDAI,IONIQ 5,SE,34884,C,10/20/2025,14600,12/30/2025,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,3,26500,BATCH_002
VIN_XXXXXXXXXX307,2024,HYUNDAI,IONIQ 5,SEL,9734,A,10/8/2025,26350,12/5/2025,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,1,41850,BATCH_003
VIN_XXXXXXXXXX308,2024,HYUNDAI,IONIQ 5,SEL,10932,A,1/25/2026,24950,12/28/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,1,39600,BATCH_003
VIN_XXXXXXXXXX309,2023,HYUNDAI,IONIQ 5,Limited,23115,B,2/1/2026,21500,12/18/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,FT,13,2,34400,BATCH_003
VIN_XXXXXXXXXX310,2024,HYUNDAI,IONIQ 5,SEL,8065,A,10/22/2025,24300,2/1/2026,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,1,38300,BATCH_003
VIN_XXXXXXXXXX311,2023,HYUNDAI,IONIQ 5,Limited,16625,A,11/22/2025,22400,1/25/2026,Dealer_H,D008,"Topeka, KS",KS,66603,FT,13,2,35100,BATCH_001
VIN_XXXXXXXXXX312,2024,HYUNDAI,IONIQ 5,SEL,7573,A,12/20/2025,22600,10/18/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,1,36250,BATCH_003
VIN_XXXXXXXXXX313,2023,HYUNDAI,IONIQ 5,Limited,25761,B,1/10/2026,17950,10/15/2025,Dealer_J,D010,"Philadelphia, PA",PA,19101,ET,13,2,28650,BATCH_001
VIN_XXXXXXXXXX314,2022,HYUNDAI,IONIQ 5,SE,38026,C,10/22/2025,14450,11/22/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,4,26150,BATCH_002
VIN_XXXXXXXXXX315,2022,HYUNDAI,IONIQ 5,SE,44441,C,11/18/2025,15800,2/1/2026,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,3,28800,BATCH_002
VIN_XXXXXXXXXX316,2022,HYUNDAI,IONIQ 5,SE,28007,B,10/20/2025,18400,11/25/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,4,31000,BATCH_002
VIN_XXXXXXXXXX317,2022,HYUNDAI,IONIQ 5,SE,41465,C,12/10/2025,15700,10/15/2025,Dealer_M,D013,"Dallas, TX",TX,75201,FT,13,3,28500,BATCH_002
VIN_XXXXXXXXXX318,2023,HYUNDAI,IONIQ 5,Limited,20625,A,1/15/2026,20200,11/25/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,2,31550,BATCH_001
VIN_XXXXXXXXXX319,2024,HYUNDAI,IONIQ 5,SEL,8980,A,10/15/2025,27650,12/15/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,1,43600,BATCH_003
VIN_XXXXXXXXXX320,2023,HYUNDAI,IONIQ 5,Limited,16372,A,1/20/2026,23000,11/15/2025,Dealer_Z,D026,"Cheyenne, WY",WY,82001,ET,13,2,36000,BATCH_001
VIN_XXXXXXXXXX321,2023,HYUNDAI,IONIQ 5,Limited,17640,A,11/30/2025,24700,1/25/2026,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,FT,13,2,38650,BATCH_001
VIN_XXXXXXXXXX322,2022,HYUNDAI,IONIQ 5,SE,34877,B,11/15/2025,16900,2/1/2026,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,4,28350,BATCH_002
VIN_XXXXXXXXXX323,2023,HYUNDAI,IONIQ 5,Limited,19051,A,11/10/2025,25700,11/5/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,2,40100,BATCH_001
VIN_XXXXXXXXXX324,2024,HYUNDAI,IONIQ 5,SEL,10210,A,11/8/2025,20450,10/15/2025,Dealer_M,D013,"Dallas, TX",TX,75201,ET,13,1,32200,BATCH_001
VIN_XXXXXXXXXX325,2024,HYUNDAI,IONIQ 5,SEL,9288,A,10/28/2025,25500,11/20/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,1,40500,BATCH_003
VIN_XXXXXXXXXX326,2022,HYUNDAI,IONIQ 5,SE,46543,C,10/12/2025,15050,11/22/2025,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,4,27450,BATCH_002
VIN_XXXXXXXXXX327,2022,HYUNDAI,IONIQ 5,SE,36981,C,10/8/2025,15550,11/15/2025,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,4,28300,BATCH_002
VIN_XXXXXXXXXX328,2022,HYUNDAI,IONIQ 5,SE,34794,C,11/28/2025,13600,2/1/2026,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,3,24850,BATCH_002
VIN_XXXXXXXXXX329,2022,HYUNDAI,IONIQ 5,SE,39644,C,12/25/2025,15650,10/22/2025,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,3,28450,BATCH_002
VIN_XXXXXXXXXX330,2023,HYUNDAI,IONIQ 5,Limited,25465,B,11/12/2025,16750,1/20/2026,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,2,26650,BATCH_001
VIN_XXXXXXXXXX331,2024,HYUNDAI,IONIQ 5,SEL,7387,A,12/22/2025,27350,10/25/2025,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,1,43700,BATCH_003
VIN_XXXXXXXXXX332,2023,HYUNDAI,IONIQ 5,Limited,17849,A,1/28/2026,22150,12/15/2025,Dealer_M,D013,"Dallas, TX",TX,75201,FT,13,2,34750,BATCH_001
VIN_XXXXXXXXXX333,2022,HYUNDAI,IONIQ 5,SE,48120,C,10/25/2025,13100,12/8/2025,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,4,23650,BATCH_002
VIN_XXXXXXXXXX334,2022,HYUNDAI,IONIQ 5,SE,34270,B,12/30/2025,16600,1/8/2026,Dealer_QQ,D043,"Bismarck, ND",ND,58501,FT,13,3,27800,BATCH_001
VIN_XXXXXXXXXX335,2022,HYUNDAI,IONIQ 5,SE,41479,C,10/18/2025,13600,11/25/2025,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,3,24750,BATCH_002
VIN_XXXXXXXXXX336,2022,HYUNDAI,IONIQ 5,SE,38511,C,11/25/2025,17450,10/30/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,3,32000,BATCH_002
VIN_XXXXXXXXXX337,2024,HYUNDAI,IONIQ 5,SEL,10920,A,10/28/2025,23000,11/12/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,1,36100,BATCH_003
VIN_XXXXXXXXXX338,2023,HYUNDAI,IONIQ 5,Limited,26805,B,1/25/2026,18500,12/15/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,2,29500,BATCH_001
VIN_XXXXXXXXXX339,2023,HYUNDAI,IONIQ 5,Limited,20845,A,11/30/2025,21200,1/25/2026,Dealer_S,D019,"Detroit, MI",MI,48201,FT,13,2,33400,BATCH_001
VIN_XXXXXXXXXX340,2022,HYUNDAI,IONIQ 5,SE,36904,C,11/5/2025,17550,12/28/2025,Dealer_DD,D030,"San Antonio, TX",TX,78201,FT,13,4,31000,BATCH_002
VIN_XXXXXXXXXX341,2022,HYUNDAI,IONIQ 5,SE,35042,B,12/10/2025,17950,10/30/2025,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,4,30500,BATCH_002
VIN_XXXXXXXXXX342,2023,HYUNDAI,IONIQ 5,Limited,19413,A,1/15/2026,23300,10/12/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,2,36550,BATCH_001
VIN_XXXXXXXXXX343,2024,HYUNDAI,IONIQ 5,SEL,6878,A,1/28/2026,27100,11/20/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,1,43200,BATCH_003
VIN_XXXXXXXXXX344,2024,HYUNDAI,IONIQ 5,SEL,12439,A,10/30/2025,25850,11/15/2025,Dealer_DD,D030,"San Antonio, TX",TX,78201,FT,13,1,40700,BATCH_003
VIN_XXXXXXXXXX345,2022,HYUNDAI,IONIQ 5,SE,36716,C,10/25/2025,16350,11/10/2025,Dealer_B,D002,"Sacramento, CA",CA,95814,FT,13,3,29150,BATCH_002
VIN_XXXXXXXXXX346,2023,HYUNDAI,IONIQ 5,Limited,26377,B,2/2/2026,16150,12/5/2025,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,2,25700,BATCH_001
VIN_XXXXXXXXXX347,2022,HYUNDAI,IONIQ 5,SE,38629,C,12/15/2025,14750,10/30/2025,Dealer_H,D008,"Topeka, KS",KS,66603,FT,13,3,26850,BATCH_002
VIN_XXXXXXXXXX348,2022,HYUNDAI,IONIQ 5,SE,35124,C,11/18/2025,17600,10/20/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,3,30950,BATCH_002
VIN_XXXXXXXXXX349,2023,HYUNDAI,IONIQ 5,Limited,19715,A,12/8/2025,21300,12/28/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,2,33450,BATCH_002
VIN_XXXXXXXXXX350,2023,HYUNDAI,IONIQ 5,Limited,16894,A,11/20/2025,20700,1/12/2026,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,2,32550,BATCH_001
VIN_XXXXXXXXXX351,2023,HYUNDAI,IONIQ 5,Limited,24878,B,11/5/2025,19250,1/20/2026,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,2,30700,BATCH_001
VIN_XXXXXXXXXX352,2023,HYUNDAI,IONIQ 5,Limited,26865,B,1/20/2026,21100,12/8/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,2,33650,BATCH_001
VIN_XXXXXXXXXX353,2024,HYUNDAI,IONIQ 5,SEL,7492,A,1/22/2026,24400,12/15/2025,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,1,39000,BATCH_003
VIN_XXXXXXXXXX354,2024,HYUNDAI,IONIQ 5,SEL,10573,A,10/28/2025,22100,11/12/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,1,34850,BATCH_003
VIN_XXXXXXXXXX355,2023,HYUNDAI,IONIQ 5,Limited,17323,A,1/28/2026,24300,11/15/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,2,37900,BATCH_001
VIN_XXXXXXXXXX356,2022,HYUNDAI,IONIQ 5,SE,42463,C,10/18/2025,16100,12/28/2025,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,4,29200,BATCH_002
VIN_XXXXXXXXXX357,2023,HYUNDAI,IONIQ 5,Limited,25104,B,1/5/2026,22850,10/25/2025,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,2,36700,BATCH_001
VIN_XXXXXXXXXX358,2024,HYUNDAI,IONIQ 5,SEL,6981,A,10/20/2025,22250,11/12/2025,Dealer_H,D008,"Topeka, KS",KS,66603,FT,13,1,35200,BATCH_003
VIN_XXXXXXXXXX359,2023,HYUNDAI,IONIQ 5,Limited,25983,B,11/18/2025,18250,1/28/2026,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,2,29050,BATCH_001
VIN_XXXXXXXXXX360,2023,HYUNDAI,IONIQ 5,Limited,21285,A,11/22/2025,20900,1/15/2026,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,2,32700,BATCH_001
VIN_XXXXXXXXXX361,2024,HYUNDAI,IONIQ 5,SEL,12997,A,12/20/2025,22100,11/5/2025,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,1,35000,BATCH_003
VIN_XXXXXXXXXX362,2022,HYUNDAI,IONIQ 5,SE,34432,C,11/28/2025,14350,2/2/2026,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,3,25450,BATCH_002
VIN_XXXXXXXXXX363,2024,HYUNDAI,IONIQ 5,SEL,10569,A,12/15/2025,23750,11/12/2025,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,1,37650,BATCH_003
VIN_XXXXXXXXXX364,2024,HYUNDAI,IONIQ 5,SEL,9301,A,1/12/2026,21450,12/25/2025,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,1,33950,BATCH_003
VIN_XXXXXXXXXX365,2023,HYUNDAI,IONIQ 5,Limited,22305,B,2/2/2026,19400,12/18/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,2,30850,BATCH_001
VIN_XXXXXXXXXX366,2022,HYUNDAI,IONIQ 5,SE,36336,C,10/18/2025,15050,12/25/2025,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,3,27500,BATCH_002
VIN_XXXXXXXXXX367,2022,HYUNDAI,IONIQ 5,SE,35748,C,10/28/2025,16150,12/30/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,3,29450,BATCH_002
VIN_XXXXXXXXXX368,2023,HYUNDAI,IONIQ 5,Limited,18171,A,2/2/2026,24150,12/10/2025,Dealer_VV,D048,"Lincoln, NE",NE,68508,FT,13,2,38250,BATCH_003
VIN_XXXXXXXXXX369,2023,HYUNDAI,IONIQ 5,Limited,24307,A,11/28/2025,21850,2/2/2026,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,2,34750,BATCH_001
VIN_XXXXXXXXXX370,2022,HYUNDAI,IONIQ 5,SE,35675,C,10/15/2025,14750,11/20/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,3,26950,BATCH_002
VIN_XXXXXXXXXX371,2024,HYUNDAI,IONIQ 5,SEL,11253,A,12/20/2025,26100,12/25/2025,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,1,40850,BATCH_003
VIN_XXXXXXXXXX372,2023,HYUNDAI,IONIQ 5,Limited,25271,B,2/2/2026,19600,12/12/2025,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,2,31300,BATCH_001
VIN_XXXXXXXXXX373,2024,HYUNDAI,IONIQ 5,SEL,11077,A,10/18/2025,21000,11/30/2025,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,1,33200,BATCH_003
VIN_XXXXXXXXXX374,2022,HYUNDAI,IONIQ 5,SE,40995,C,10/25/2025,14650,12/15/2025,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,4,26450,BATCH_002
VIN_XXXXXXXXXX375,2024,HYUNDAI,IONIQ 5,SEL,9171,A,10/18/2025,27450,2/2/2026,Dealer_C,D003,"Albuquerque, NM",NM,87101,ET,13,1,43850,BATCH_003
VIN_XXXXXXXXXX376,2024,HYUNDAI,IONIQ 5,SEL,9251,A,12/25/2025,28250,10/12/2025,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,1,45050,BATCH_003
VIN_XXXXXXXXXX377,2022,HYUNDAI,IONIQ 5,SE,30335,B,12/28/2025,16700,10/30/2025,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,3,27400,BATCH_002
VIN_XXXXXXXXXX378,2023,HYUNDAI,IONIQ 5,Limited,19511,A,11/10/2025,21750,1/15/2026,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,2,34050,BATCH_001
VIN_XXXXXXXXXX379,2024,HYUNDAI,IONIQ 5,SEL,9907,A,1/12/2026,26950,11/28/2025,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,1,42750,BATCH_003
VIN_XXXXXXXXXX380,2023,HYUNDAI,IONIQ 5,Limited,18826,A,1/22/2026,23250,12/30/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,2,36550,BATCH_001
VIN_XXXXXXXXXX381,2023,HYUNDAI,IONIQ 5,Limited,18228,A,2/1/2026,23800,11/22/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,2,37400,BATCH_001
VIN_XXXXXXXXXX382,2023,HYUNDAI,IONIQ 5,Limited,25596,B,11/20/2025,22050,1/28/2026,Dealer_X,D024,"Helena, MT",MT,59601,FT,13,2,35000,BATCH_001
VIN_XXXXXXXXXX383,2022,HYUNDAI,IONIQ 5,SE,47618,C,10/8/2025,15900,12/18/2025,Dealer_VV,D048,"Lincoln, NE",NE,68508,ET,13,4,28850,BATCH_002
VIN_XXXXXXXXXX384,2024,HYUNDAI,IONIQ 5,SEL,7768,A,12/22/2025,21850,10/18/2025,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,1,34550,BATCH_003
VIN_XXXXXXXXXX385,2023,HYUNDAI,IONIQ 5,Limited,24183,B,2/2/2026,19250,12/28/2025,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,2,30650,BATCH_001
VIN_XXXXXXXXXX386,2024,HYUNDAI,IONIQ 5,SEL,9187,A,1/25/2026,21200,11/30/2025,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,1,33550,BATCH_003
VIN_XXXXXXXXXX387,2023,HYUNDAI,IONIQ 5,Limited,29063,B,2/1/2026,17500,11/8/2025,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,FT,13,2,27850,BATCH_001
VIN_XXXXXXXXXX388,2024,HYUNDAI,IONIQ 5,SEL,8165,A,1/25/2026,27450,12/20/2025,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,1,43450,BATCH_003
VIN_XXXXXXXXXX389,2024,HYUNDAI,IONIQ 5,SEL,11840,A,1/8/2026,21600,11/30/2025,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,1,34050,BATCH_003
VIN_XXXXXXXXXX390,2023,HYUNDAI,IONIQ 5,Limited,21214,B,2/1/2026,20250,11/8/2025,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,2,32250,BATCH_001
VIN_XXXXXXXXXX391,2023,HYUNDAI,IONIQ 5,Limited,18593,A,2/1/2026,21750,10/15/2025,Dealer_VV,D048,"Lincoln, NE",NE,68508,FT,13,2,34450,BATCH_002
VIN_XXXXXXXXXX392,2023,HYUNDAI,IONIQ 5,Limited,18544,A,2/1/2026,24100,11/12/2025,Dealer_X,D024,"Helena, MT",MT,59601,FT,13,2,37850,BATCH_001
VIN_XXXXXXXXXX393,2023,HYUNDAI,IONIQ 5,Limited,28376,B,2/2/2026,19750,12/8/2025,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,2,31450,BATCH_001
VIN_XXXXXXXXXX394,2024,HYUNDAI,IONIQ 5,SEL,13484,A,12/25/2025,22000,10/18/2025,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,1,34550,BATCH_003
VIN_XXXXXXXXXX395,2024,HYUNDAI,IONIQ 5,SEL,7945,A,10/18/2025,21050,11/28/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,1,33250,BATCH_003
VIN_XXXXXXXXXX396,2022,HYUNDAI,IONIQ 5,SE,39268,B,11/20/2025,16950,2/2/2026,Dealer_H,D008,"Topeka, KS",KS,66603,FT,13,4,28600,BATCH_002
VIN_XXXXXXXXXX397,2024,HYUNDAI,IONIQ 5,SEL,8784,A,1/15/2026,26600,12/18/2025,Dealer_S,D019,"Detroit, MI",MI,48201,FT,13,1,42350,BATCH_003
